"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"ALLENBY ROAD","","I","GREAT SOUTH ROAD","201102182","22/03/2011","Tue","1525","CAR2 turning right hit by oncoming CYCLIST1 (Age 67)WBD on ALLENBY ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1766709","5905856",
"ALLENBY ROAD","","I","GREAT SOUTH ROAD","2904704","05/09/2009","Sat","2350","MOTOR CYCLE1 EBD on GREAT SOUTH ROAD lost control turning right, MOTOR CYCLE1 hit Post Or Pole on right hand bend ","MOTOR CYCLE1 alcohol test above limit or test refused","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1766709","5905856",
"ALLENDALE ROAD","50","E","DOUGLAS AVENUE","2900009","14/01/2009","Wed","1040","MOTOR CYCLE1 EBD on ALLENDALE ROAD hit CAR2 merging from the right","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only)  CAR2 alcohol test below limit, failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: visibility limited by trees, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","1","0","1","1752751","5916128",
"ALLENDALE ROAD","100","E","RICHARDSON ROAD","201101293","08/02/2011","Tue","0050","CAR1 WBD on ALLENDALE ROAD lost control; went off road to right, CAR1 hit Tree","CAR1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1752603","5915952",
"ALLENS ROAD","","I","MIDDLE ROAD","2822423","28/05/2008","Wed","1345","CAR1 WBD on MIDDLE ROAD hit TRUCK2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1499206","5140178",
"ALLENS ROAD","30","E","NEILPARK DRIVE","2803757","21/05/2008","Wed","0644","MOTOR CYCLE1 EBD on ALLENS ROAD hit TRUCK2 U-turning from same direction of travel","TRUCK2 didnt see/look behind when changing lanes, position or direction","Dry","Dark","Fine","Unknown","Nil","0","1","0","1767904","5910242",
"ALLINGTON ROAD","","I","MAKARA ROAD","201110007","22/01/2011","Sat","2310","CAR2 turning right hit by oncoming CYCLIST1 (Age 22)EBD on ALLINGTON ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: visibility limited by scrub or long grass","Dry","Dark","Fine","T Type Junction","Give Way Sign","1","0","1","1744254","5427727",
"ALLPORT ROAD","500","E","SH 33","2903435","25/06/2009","Thu","0830","CAR1 WBD on ALLPORT ROAD lost control turning left, CAR1 hit Fence","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","1","0","1898449","5803801",
"ALLUM ST","380","E","KOHIMARAMA ROAD","2804268","08/08/2008","Fri","2348","MOTOR CYCLE1 SBD on ALLUM ST lost control turning right, MOTOR CYCLE1 hit Fence, Kerb, Tree on right hand bend ","MOTOR CYCLE1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","0","1764434","5918883",
"ALMA CRESCENT","","I","OLD WAIROA ROAD","201103993","26/08/2011","Fri","2300","CAR1 EBD on OLD WAIROA ROAD lost control turning right, CAR1 hit Fence, House Or Bldg on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning, showing off wheelspins etc","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1773396","5897306",
"ALMA ROAD","100","E","YORK ST","201011491","28/02/2010","Sun","0724","MOPED1 EBD on ALMA ROAD hit parked veh, MOPED1 hit Parked Vehicle","MOPED1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1773061","5576921",
"ALMA ST","25","S","HARGEST CRESCENT","2922491","28/05/2009","Thu","2225","CAR1 SBD on ALMA ST hit VEHB manoeuvring, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, misjudged size or position of fixed object or obstacle  ENV: entering or leaving private house / farm","Dry","Dark","Fine","Driveway","Nil","0","1","0","1405766","4913495",
"AMANDA LANE","15","N","WOODLANDS AVENUE","2802043","06/03/2008","Thu","1635","CYCLIST1 (Age 16)SBD on AMANDA LANE hit CAR2 crossing at right angle from right","CYCLIST1 failed to give way at driveway  ENV: visibility limited by parked vehicle, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1755119","5967378",
"ANDERSON ROAD","1100","N","OTUROA ROAD","201101503","21/02/2011","Mon","2227","CAR1 NBD on ANDERSON ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast for conditions, lost control on unsealed road, inexperience","Dry","Dark","Fine","Unknown","N/A","0","1","0","1876386","5786448",
"ANDERSON ROAD","1330","E","SH 3","2813147","12/10/2008","Sun","1450","MOTOR CYCLE1 WBD on ANDERSON ROAD lost control; went off road to left, MOTOR CYCLE1 hit Ditch","MOTOR CYCLE1 alcohol test below limit, too fast on straight, lost control due to road conditions  ENV: strong wind","Dry","Bright Sun","Fine","Unknown","Nil","0","2","0","1713419","5636058",
"ANDERSONS BAY ROAD","","I","HILLSIDE ROAD","201021887","24/04/2010","Sat","0634","TRUCK2 turning right hit by oncoming CAR1 NBD on ANDERSONS BAY ROAD ","CAR1 too fast on straight, did not stop at steady red light, inattentive, fatigue due to lack of sleep  ENV: slippery","Wet","Dark","Light Rain","X Type Junction","Traffic Signal","0","4","0","1406262","4914987",
"ANDERSONS BAY ROAD","","I","MACANDREW ROAD","201221982","18/06/2012","Mon","0720","CAR1 NBD on ANDERSONS BAY ROAD hit VAN2 crossing at right angle from right","CAR1 did not stop at steady red light, failed to notice traffic lights","Wet","Dark","Light Rain","X Type Junction","Traffic Signal","0","1","1","1406453","4914634",
"ANDERSONS BAY ROAD","30","E","ORARI ST","2921245","10/02/2009","Tue","0340","CAR1 SBD on ANDERSONS BAY ROAD lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 lost control, fatigue due to lack of sleep","Wet","Dark","Fine","X Type Junction","Traffic Signal","0","1","0","1406288","4914969",
"ANDERSONS BAY ROAD","25","S","TEVIOT ST","2923306","29/09/2009","Tue","1535","CAR1 SBD on ANDERSONS BAY ROAD hit PEDESTRIAN crossing road from left side","CAR1 failed to give way to ped on a xing, inattentive","Wet","Overcast","Fine","Unknown","N/A","0","1","0","1406696","4914439",
"ANDREWS ROAD","","I","ENDOWMENT ROAD","201200018","13/02/2012","Mon","1430","MOTOR CYCLE1 SBD on ENDOWMENT ROAD lost control turning right, MOTOR CYCLE1 hit Fence, Traffic Sign, Other on right hand bend ","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), lost control due to road conditions, attention diverted, worn tread on tyre  ENV: road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","1","0","0","1833330","5845950",
"ANGLESEA ST","","I","LONDON ST","2803874","21/06/2008","Sat","2212","TAXI1 SBD on ANGLESEA ST hit MOTOR CYCLE2 crossing at right angle from right","MOTOR CYCLE2 alcohol test above limit or test refused, did not stop at steady red light","Dry","Dark","Fine","X Type Junction","Traffic Signal","0","1","0","1800516","5815650",
"ANGLESEA ST","100","N","ROSTREVOR ST","201005927","16/12/2010","Thu","0820","CAR1 SBD on ANGLESEA ST changing lanes to left hit MOPED2 ","CAR1 cut in after overtaking, inattentive","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1800322","5815931",
"ANISEED VALLEY ROAD","2700","S","PATON ROAD","201012367","09/07/2010","Fri","1306","MOTOR CYCLE1 NBD on ANISEED VALLEY ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 lost control while returning to seal from unsealed shoulder","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1613029","5418547",
"ANNEX ROAD","20","N","LUNNS ROAD","201123099","31/12/2011","Sat","1327","MOTOR CYCLE1 SBD on ANNEX ROAD lost control; went off road to right, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 too fast on straight, lost control  ENV: slippery","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1565948","5179014",
"ANTIGUA ST","","I","DISRAELI ST","201122582","14/09/2011","Wed","1320","MOPED1 SBD on ANTIGUA ST hit VAN2 crossing at right angle from right","VAN2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","1","0","1569941","5178895",
"ANTIGUA ST","","I","DISRAELI ST","201021397","19/02/2010","Fri","2039","MOTOR CYCLE1 NBD on ANTIGUA ST hit CAR2 crossing at right angle from right","CAR2 did not stop at stop sign, didnt see/look when required to give way to traffic from another direction, defective vision","Dry","Twilight","Fine","X Type Junction","Stop Sign","0","2","2","1569941","5178896",
"ANTRIM GROVE","40","E","WITHEFORD DRIVE","2802795","17/04/2008","Thu","1704","CAR1 WBD on ANTRIM GROVE hit parked veh, CAR1 hit Vehicle","CAR1 alcohol test below limit, obstruction on roadway, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1752549","5928018",
"ANZAC AVENUE","20","W","LOGAN PARK DRIVE","2822076","29/04/2008","Tue","1300","MOPED1 EBD on ANZAC AVENUE lost control turning right, MOPED1 hit Parked Vehicle on right hand bend ","MOPED1 lost control when turning, misjudged speed of own vehicle, driver over-reacted","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1407740","4917620",
"ANZAC AVENUE","100","W","UNION ST EAST","201222234","13/07/2012","Fri","0555","VAN1 WBD on ANZAC AVENUE lost control; went off road to right, VAN1 hit Tree","VAN1 alcohol test below limit, attempted suicide, intentional collision","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1407644","4917582",
"ANZAC ROAD","90","E","HILLTOP AVENUE","2900097","12/06/2009","Fri","0137","CAR1 NBD on ANZAC ROAD lost control turning left, CAR1 went Over Bank, Guard Rail, Tree","CAR1 lost control when turning, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Mist","Unknown","Nil","2","0","3","1719178","6044355",
"ANZAC ST","","I","AUBURN ST","2902164","26/03/2009","Thu","1414","CAR1 SBD on AUBURN ST hit SUV2 crossing at right angle from right","ENV: signs / signals damaged, signs / signals ineffective or inadequate","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","1","1","1757774","5927158",
"ANZAC ST","40","W","LAKE ROAD","2801382","02/01/2008","Wed","1330","CAR1 WBD on ANZAC ST hit PEDESTRIAN crossing road from right side","CAR1 failed to give way to ped on a xing","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1757941","5927259",
"AOTEA ST","100","N","BAMBER ST","2811633","10/03/2008","Mon","1820","MOPED1 NBD on AOTEA ST lost control but did not leave the road","MOPED1 alcohol test above limit or test refused, riding in insecure position","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1769389","5576982",
"APIRANA AVENUE","","I","EASTVIEW ROAD","201202582","21/04/2012","Sat","2121","CAR1 NBD on APIRANA AVENUE lost control turning left","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","1","1765129","5917743",
"APIRANA AVENUE","140","N","OMARU LANE","201106078","14/11/2011","Mon","1215","MOPED1 SBD on APIRANA AVENUE hit TRUCK2 doing driveway manoeuvre","TRUCK2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving shopping complex","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1765257","5917272",
"APIRANA AVENUE","10","W","PILKINGTON ROAD","201001809","15/02/2010","Mon","0840","CAR1 EBD on APIRANA AVENUE hit CAR2 headon on straight","CAR1 alcohol test below limit, failed to keep left on straight, fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Roundabout","Nil","0","2","0","1765559","5916231",
"APOLLO PARADE","","I","GEMINI AVENUE","2912670","27/08/2009","Thu","1636","CAR1 EBD on APOLLO PARADE hit CAR2 turning right onto APOLLO PARADE from the left","CAR2 failed to give way to traffic approaching/crossing from the right, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","T Type Junction","Nil","0","1","0","1821277","5532491",
"APOLLO PARADE","70","S","VENUS WAY","2910080","20/09/2009","Sun","1525","MOTOR CYCLE1 NBD on APOLLO PARADE lost control turning left, MOTOR CYCLE1 hit Fence, Traffic Sign","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), drugs suspected, too fast entering corner, lost control under heavy braking","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1821452","5532636",
"APORO ROAD","100","N","MARRIAGES ROAD","201013116","06/10/2010","Wed","0700","SUV1 SBD on APORO ROAD lost control; went off road to left, SUV1 hit Ditch","SUV1 lost control","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1605922","5438182",
"APORO ROAD","800","N","MARRIAGES ROAD","201112936","15/07/2011","Fri","1520","TRUCK1 NBD on APORO ROAD lost control turning right on right hand bend ","TRUCK1 alcohol test above limit or test refused, lost control when turning","Dry","Bright Sun","Fine","Unknown","Nil","0","2","2","1605537","5438728",
"APORO ROAD","200","S","WILLIAMS ROAD","2813791","13/12/2008","Sat","2330","CAR1 SBD on APORO ROAD lost control; went off road to right, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1604835","5439399",
"APOTU ROAD","2500","W","SH 1N","201104366","10/09/2011","Sat","0230","OTHER1 NBD on APOTU ROAD hit VEHB manoeuvring, OTHER1 hit Other","OTHER1 alcohol test above limit or test refused, showing off wheelspins etc","Dry","Dark","Fine","Unknown","Nil","0","1","0","1715894","6056195",
"APOTU ROAD","640","S","TAHA ROAD","2902238","12/03/2009","Thu","1335","VAN1 NBD on APOTU ROAD lost control; went off road to right, VAN1 hit Ditch","VAN1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1715881","6056012",
"AQUARIUS AVENUE","40","N","SURMAN PLACE","2905806","18/06/2009","Thu","2225","CAR1 NBD on AQUARIUS AVENUE lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","0","1745794","5913695",
"ARAMOANA ROAD","800","E","LEWIS ST","201122539","28/09/2011","Wed","0810","VAN1 WBD on ARAMOANA ROAD lost control turning right on right hand bend ","VAN1 alcohol test below limit, illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1416295","4925762",
"ARAMOANA ROAD","1250","E","LEWIS ST","201121934","21/05/2011","Sat","0815","CAR1 WBD on ARAMOANA ROAD lost control turning right, CAR1 went Over Bank, Water/River on right hand bend ","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience","Wet","Bright Sun","Fine","Unknown","N/A","0","1","1","1416679","4925724",
"ARAMOANA ROAD","2300","N","LEWIS ST","201122256","27/06/2011","Mon","1048","CAR1 SBD on ARAMOANA ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control when turning, illness with no warning (eg heart attack)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1417196","4926334",
"ARANUI ROAD","1000","S","GILLESPIES LINE","201210047","16/08/2012","Thu","1643","CAR1 SBD on ARANUI ROAD hit rear of MOTOR CYCLE2 turning right from left side","MOTOR CYCLE2 alcohol not suspected, tested and -ve (MoT use only), didnt see/look behind when changing lanes, position or direction  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","1","0","0","1815382","5533461",
"ARANUI ROAD","80","N","HIGGS ROAD","2813110","02/08/2008","Sat","0023","SUV1 SBD on ARANUI ROAD lost control; went off road to right, SUV1 hit Fence, House Or Bldg","SUV1 alcohol test below limit, too fast on straight, lost control avoiding another vehicle","Wet","Dark","Fine","Unknown","Nil","0","1","0","1607997","5433138",
"ARAPIKI ROAD","250","E","MAIN ROAD STOKE","2813263","28/10/2008","Tue","1735","CYCLIST1 (Age 18)WBD on ARAPIKI ROAD hit MOPED2 turning right onto ARAPIKI ROAD from the left","MOPED2 forbidden movements, failed to give way to traffic approaching/crossing from the right, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1620396","5427176",
"ARAPOHUE ROAD","","I","HOYLE ROAD","2901826","10/01/2009","Sat","0216","VAN1 NBD on ARAPOHUE ROAD lost control turning left, VAN1 hit Cliff Bank","VAN1 alcohol test below limit, lost control when turning, lost control due to road conditions, new driver showed inexperience  ENV: road slippery (loose material on seal), street lighting inadequate","Dry","Dark","Fine","X Type Junction","Nil","0","1","1","1686376","6017298",
