"meshblockID" "urbanRural" "code"
99400 "Main urban area" "A"
142100 "Rural area with low urban influence" "F"
1045403 "Rural area with low urban influence" "F"
1410801 "Rural area with high urban influence" "D"
344600 "Main urban area" "A"
1411200 "Rural area with high urban influence" "D"
433801 "Main urban area" "A"
231002 "Main urban area" "A"
522200 "Main urban area" "A"
647800 "Main urban area" "A"
262100 "Main urban area" "A"
97600 "Main urban area" "A"
140400 "Independent Urban Area" "B"
180301 "Main urban area" "A"
517300 "Highly rural/remote area" "G"
512000 "Main urban area" "A"
481700 "Main urban area" "A"
552900 "Main urban area" "A"
644103 "Main urban area" "A"
606100 "Main urban area" "A"
91800 "Main urban area" "A"
145200 "Rural area with moderate urban influence" "E"
149500 "Main urban area" "A"
344200 "Main urban area" "A"
438214 "Main urban area" "A"
231300 "Main urban area" "A"
520000 "Main urban area" "A"
693300 "Main urban area" "A"
260100 "Main urban area" "A"
3126300 "Main urban area" "A"
3166705 "Area outside urban/rural profile" "Z"
3130500 "Main urban area" "A"
3126400 "Main urban area" "A"
3125300 "Main urban area" "A"
3130200 "Main urban area" "A"
3125400 "Main urban area" "A"
3129800 "Main urban area" "A"
3126200 "Main urban area" "A"
1264900 "Rural area with high urban influence" "D"
1304200 "Rural area with moderate urban influence" "E"
3126100 "Main urban area" "A"
999202 "Rural area with moderate urban influence" "E"
1248300 "Main urban area" "A"
999201 "Rural area with moderate urban influence" "E"
1336900 "Rural area with low urban influence" "F"
993700 "Highly rural/remote area" "G"
1265900 "Rural area with high urban influence" "D"
1304301 "Rural area with low urban influence" "F"
1248400 "Main urban area" "A"
1248200 "Main urban area" "A"
1304100 "Rural area with moderate urban influence" "E"
750900 "Main urban area" "A"
1059226 "Independent Urban Area" "B"
1326112 "Independent Urban Area" "B"
1252000 "Rural area with high urban influence" "D"
1059813 "Independent Urban Area" "B"
608357 "Area outside urban/rural profile" "Z"
991303 "Rural area with moderate urban influence" "E"
1295200 "Rural area with low urban influence" "F"
774801 "Main urban area" "A"
779200 "Main urban area" "A"
777900 "Main urban area" "A"
757400 "Main urban area" "A"
774443 "Main urban area" "A"
756800 "Main urban area" "A"
1059806 "Independent Urban Area" "B"
777503 "Main urban area" "A"
777402 "Main urban area" "A"
778800 "Main urban area" "A"
1059217 "Independent Urban Area" "B"
751900 "Main urban area" "A"
1299103 "Rural area with moderate urban influence" "E"
1134000 "Rural area with low urban influence" "F"
1266300 "Rural area with high urban influence" "D"
1368900 "Main urban area" "A"
1248700 "Main urban area" "A"
1367602 "Main urban area" "A"
1381802 "Main urban area" "A"
1368300 "Main urban area" "A"
780100 "Main urban area" "A"
1362300 "Rural area with moderate urban influence" "E"
774602 "Main urban area" "A"
1059307 "Independent Urban Area" "B"
1380002 "Main urban area" "A"
1102200 "Independent Urban Area" "B"
764000 "Rural area with high urban influence" "D"
1266703 "Independent Urban Area" "B"
1101600 "Independent Urban Area" "B"
1379300 "Main urban area" "A"
943402 "Satellite Urban Area" "C"
1102500 "Independent Urban Area" "B"
948001 "Rural area with moderate urban influence" "E"
942600 "Satellite Urban Area" "C"
1102100 "Independent Urban Area" "B"
1181903 "Rural area with low urban influence" "F"
1368000 "Main urban area" "A"
1381801 "Main urban area" "A"
1103800 "Independent Urban Area" "B"
862800 "Main urban area" "A"
850900 "Satellite Urban Area" "C"
896100 "Main urban area" "A"
909700 "Main urban area" "A"
910300 "Main urban area" "A"
905600 "Main urban area" "A"
958000 "Main urban area" "A"
895100 "Main urban area" "A"
862900 "Main urban area" "A"
904601 "Main urban area" "A"
895800 "Main urban area" "A"
2770701 "Rural area with low urban influence" "F"
2772300 "Rural area with low urban influence" "F"
2779900 "Independent Urban Area" "B"
2773400 "Rural area with low urban influence" "F"
2778900 "Rural area with low urban influence" "F"
2770902 "Rural area with low urban influence" "F"
2771300 "Rural area with moderate urban influence" "E"
2780001 "Independent Urban Area" "B"
2779800 "Independent Urban Area" "B"
2814400 "Highly rural/remote area" "G"
2804300 "Highly rural/remote area" "G"
2772100 "Rural area with moderate urban influence" "E"
2179200 "Main urban area" "A"
2179500 "Main urban area" "A"
2779700 "Independent Urban Area" "B"
2770901 "Rural area with low urban influence" "F"
2363205 "Main urban area" "A"
2197700 "Main urban area" "A"
2778600 "Rural area with low urban influence" "F"
2772400 "Rural area with low urban influence" "F"
2198002 "Main urban area" "A"
2171300 "Main urban area" "A"
2171100 "Main urban area" "A"
2178500 "Main urban area" "A"
2210500 "Main urban area" "A"
2178900 "Main urban area" "A"
2175700 "Main urban area" "A"
2198001 "Main urban area" "A"
2166600 "Main urban area" "A"
2210200 "Main urban area" "A"
2179000 "Main urban area" "A"
2176300 "Main urban area" "A"
2770600 "Rural area with moderate urban influence" "E"
2780002 "Independent Urban Area" "B"
2780003 "Rural area with low urban influence" "F"
2878900 "Main urban area" "A"
3038400 "Highly rural/remote area" "G"
2889100 "Main urban area" "A"
2891900 "Main urban area" "A"
2878600 "Main urban area" "A"
2165800 "Main urban area" "A"
2889300 "Main urban area" "A"
2172400 "Main urban area" "A"
2178800 "Main urban area" "A"
2870900 "Main urban area" "A"
2462900 "Rural area with moderate urban influence" "E"
2204700 "Main urban area" "A"
2891800 "Main urban area" "A"
2416901 "Highly rural/remote area" "G"
2879002 "Main urban area" "A"
2457303 "Rural area with moderate urban influence" "E"
2447101 "Main urban area" "A"
2447000 "Main urban area" "A"
2455601 "Rural area with high urban influence" "D"
2447900 "Rural area with high urban influence" "D"
2457501 "Rural area with moderate urban influence" "E"
2891300 "Main urban area" "A"
2892101 "Main urban area" "A"
2057002 "Main urban area" "A"
2040900 "Main urban area" "A"
2040400 "Main urban area" "A"
2070301 "Main urban area" "A"
1910900 "Main urban area" "A"
1911303 "Main urban area" "A"
2462500 "Highly rural/remote area" "G"
2471400 "Main urban area" "A"
2045401 "Main urban area" "A"
2056903 "Main urban area" "A"
2455602 "Rural area with high urban influence" "D"
2471600 "Main urban area" "A"
1911102 "Main urban area" "A"
2056605 "Area outside urban/rural profile" "Z"
2647800 "Main urban area" "A"
2039700 "Main urban area" "A"
2040801 "Main urban area" "A"
1414905 "Main urban area" "A"
1413400 "Main urban area" "A"
2475200 "Main urban area" "A"
2057001 "Main urban area" "A"
2070401 "Main urban area" "A"
1631600 "Highly rural/remote area" "G"
1675300 "Independent Urban Area" "B"
2497401 "Main urban area" "A"
2041300 "Main urban area" "A"
2380000 "Independent Urban Area" "B"
1744802 "Highly rural/remote area" "G"
1635800 "Independent Urban Area" "B"
2479100 "Main urban area" "A"
1675100 "Independent Urban Area" "B"
1414100 "Rural area with moderate urban influence" "E"
2540000 "Main urban area" "A"
1673500 "Rural area with low urban influence" "F"
1677700 "Independent Urban Area" "B"
2606100 "Main urban area" "A"
1674100 "Rural area with moderate urban influence" "E"
1673400 "Highly rural/remote area" "G"
1640100 "Rural area with low urban influence" "F"
1675200 "Independent Urban Area" "B"
1632100 "Independent Urban Area" "B"
1412900 "Main urban area" "A"
2284300 "Rural area with low urban influence" "F"
2072514 "Main urban area" "A"
2037601 "Main urban area" "A"
2383600 "Rural area with low urban influence" "F"
2070403 "Main urban area" "A"
2077300 "Main urban area" "A"
2606000 "Main urban area" "A"
2027600 "Main urban area" "A"
2085202 "Main urban area" "A"
2471300 "Main urban area" "A"
1674301 "Rural area with low urban influence" "F"
2027200 "Main urban area" "A"
1657500 "Highly rural/remote area" "G"
1413600 "Main urban area" "A"
2077502 "Main urban area" "A"
1705000 "Main urban area" "A"
1636204 "Independent Urban Area" "B"
2085204 "Main urban area" "A"
1681900 "Main urban area" "A"
2084400 "Main urban area" "A"
1692100 "Main urban area" "A"
1775500 "Rural area with moderate urban influence" "E"
1690400 "Main urban area" "A"
1685201 "Main urban area" "A"
1776300 "Highly rural/remote area" "G"
1690800 "Main urban area" "A"
1962300 "Main urban area" "A"
2029300 "Main urban area" "A"
1523200 "Rural area with moderate urban influence" "E"
1782903 "Satellite Urban Area" "C"
1523602 "Rural area with low urban influence" "F"
2218100 "Independent Urban Area" "B"
2223600 "Highly rural/remote area" "G"
1779800 "Satellite Urban Area" "C"
1783500 "Satellite Urban Area" "C"
2217500 "Independent Urban Area" "B"
2217300 "Independent Urban Area" "B"
2219700 "Independent Urban Area" "B"
2217700 "Independent Urban Area" "B"
1779600 "Satellite Urban Area" "C"
3102000 "Main urban area" "A"
3123600 "Main urban area" "A"
3119900 "Main urban area" "A"
3091802 "Main urban area" "A"
3120000 "Main urban area" "A"
3161801 "Rural area with high urban influence" "D"
3187903 "Satellite Urban Area" "C"
3104200 "Main urban area" "A"
3123700 "Main urban area" "A"
3101900 "Main urban area" "A"
3103700 "Main urban area" "A"
3124200 "Main urban area" "A"
3122500 "Main urban area" "A"
3100900 "Main urban area" "A"
3100000 "Main urban area" "A"
3120100 "Main urban area" "A"
3103900 "Main urban area" "A"
3122800 "Main urban area" "A"
3123500 "Main urban area" "A"
3101200 "Main urban area" "A"
106203 "Main urban area" "A"
176406 "Main urban area" "A"
181612 "Area outside urban/rural profile" "Z"
189302 "Main urban area" "A"
453102 "Main urban area" "A"
529900 "Main urban area" "A"
615300 "Main urban area" "A"
561000 "Main urban area" "A"
369502 "Main urban area" "A"
103400 "Main urban area" "A"
142100 "Rural area with low urban influence" "F"
191802 "Main urban area" "A"
207502 "Main urban area" "A"
1047300 "Independent Urban Area" "B"
676100 "Main urban area" "A"
976733 "Main urban area" "A"
976721 "Main urban area" "A"
275200 "Main urban area" "A"
903400 "Main urban area" "A"
906600 "Main urban area" "A"
566000 "Main urban area" "A"
976714 "Main urban area" "A"
902700 "Main urban area" "A"
586200 "Main urban area" "A"
901700 "Main urban area" "A"
976731 "Main urban area" "A"
958100 "Main urban area" "A"
868200 "Main urban area" "A"
1207101 "Rural area with moderate urban influence" "E"
864200 "Main urban area" "A"
865600 "Main urban area" "A"
867400 "Main urban area" "A"
865100 "Main urban area" "A"
902600 "Main urban area" "A"
870200 "Main urban area" "A"
102601 "Main urban area" "A"
863900 "Main urban area" "A"
904800 "Main urban area" "A"
1337305 "Independent Urban Area" "B"
142100 "Rural area with low urban influence" "F"
1208500 "Rural area with moderate urban influence" "E"
1349100 "Highly rural/remote area" "G"
189702 "Main urban area" "A"
1251900 "Rural area with high urban influence" "D"
321700 "Main urban area" "A"
991800 "Rural area with low urban influence" "F"
416100 "Main urban area" "A"
1133502 "Highly rural/remote area" "G"
419300 "Main urban area" "A"
1125800 "Rural area with low urban influence" "F"
780800 "Main urban area" "A"
719903 "Main urban area" "A"
1336203 "Rural area with high urban influence" "D"
760708 "Main urban area" "A"
562500 "Main urban area" "A"
1337203 "Independent Urban Area" "B"
780600 "Main urban area" "A"
711117 "Main urban area" "A"
760810 "Main urban area" "A"
754300 "Main urban area" "A"
755200 "Main urban area" "A"
754500 "Main urban area" "A"
754400 "Main urban area" "A"
1337207 "Independent Urban Area" "B"
1266403 "Independent Urban Area" "B"
1251601 "Rural area with high urban influence" "D"
1377900 "Main urban area" "A"
1366000 "Main urban area" "A"
1266907 "Independent Urban Area" "B"
1266906 "Independent Urban Area" "B"
1059804 "Independent Urban Area" "B"
1267010 "Independent Urban Area" "B"
940400 "Highly rural/remote area" "G"
754200 "Main urban area" "A"
1365900 "Main urban area" "A"
1181906 "Rural area with low urban influence" "F"
1378100 "Main urban area" "A"
941402 "Rural area with moderate urban influence" "E"
1093100 "Rural area with low urban influence" "F"
1181600 "Rural area with moderate urban influence" "E"
1094400 "Rural area with low urban influence" "F"
1181801 "Rural area with moderate urban influence" "E"
941300 "Rural area with low urban influence" "F"
1366200 "Main urban area" "A"
1377702 "Main urban area" "A"
848100 "Rural area with moderate urban influence" "E"
947700 "Rural area with low urban influence" "F"
2472800 "Main urban area" "A"
2480000 "Main urban area" "A"
2476500 "Main urban area" "A"
2489002 "Main urban area" "A"
2471100 "Main urban area" "A"
2579203 "Main urban area" "A"
2488802 "Main urban area" "A"
2487300 "Main urban area" "A"
2475000 "Main urban area" "A"
2487000 "Main urban area" "A"
2579101 "Main urban area" "A"
2476600 "Main urban area" "A"
2540800 "Main urban area" "A"
2677800 "Main urban area" "A"
2495700 "Main urban area" "A"
2473100 "Main urban area" "A"
2478100 "Main urban area" "A"
2579401 "Main urban area" "A"
2478200 "Main urban area" "A"
2805300 "Rural area with low urban influence" "F"
2478700 "Main urban area" "A"
2759700 "Rural area with moderate urban influence" "E"
2806500 "Highly rural/remote area" "G"
2805200 "Highly rural/remote area" "G"
2806600 "Rural area with low urban influence" "F"
2805400 "Highly rural/remote area" "G"
2205200 "Main urban area" "A"
2416403 "Area outside urban/rural profile" "Z"
2167300 "Main urban area" "A"
2765000 "Independent Urban Area" "B"
2164902 "Main urban area" "A"
2199300 "Main urban area" "A"
2201500 "Main urban area" "A"
2177800 "Main urban area" "A"
2167600 "Main urban area" "A"
2357500 "Main urban area" "A"
2805100 "Rural area with low urban influence" "F"
2871300 "Main urban area" "A"
2762000 "Rural area with low urban influence" "F"
2873500 "Main urban area" "A"
2871200 "Main urban area" "A"
1804801 "Main urban area" "A"
2220600 "Rural area with moderate urban influence" "E"
2879001 "Main urban area" "A"
1797600 "Rural area with moderate urban influence" "E"
1795800 "Main urban area" "A"
2877800 "Main urban area" "A"
2220700 "Rural area with low urban influence" "F"
1803300 "Main urban area" "A"
2199200 "Main urban area" "A"
2874600 "Main urban area" "A"
2446912 "Satellite Urban Area" "C"
1803600 "Main urban area" "A"
1797900 "Rural area with high urban influence" "D"
2201400 "Main urban area" "A"
2880700 "Main urban area" "A"
2450300 "Rural area with moderate urban influence" "E"
1798504 "Main urban area" "A"
1814500 "Main urban area" "A"
2942801 "Main urban area" "A"
2446910 "Satellite Urban Area" "C"
1803200 "Main urban area" "A"
1798506 "Main urban area" "A"
2450218 "Satellite Urban Area" "C"
1797500 "Rural area with high urban influence" "D"
1803400 "Main urban area" "A"
2450217 "Satellite Urban Area" "C"
1800505 "Main urban area" "A"
2221200 "Rural area with low urban influence" "F"
2446302 "Satellite Urban Area" "C"
2446002 "Satellite Urban Area" "C"
2446003 "Satellite Urban Area" "C"
3047801 "Highly rural/remote area" "G"
3184101 "Highly rural/remote area" "G"
1804700 "Main urban area" "A"
2223400 "Highly rural/remote area" "G"
2223100 "Highly rural/remote area" "G"
2280401 "Highly rural/remote area" "G"
1814400 "Main urban area" "A"
2280401 "Highly rural/remote area" "G"
2446205 "Satellite Urban Area" "C"
2280401 "Highly rural/remote area" "G"
2280401 "Highly rural/remote area" "G"
2446911 "Satellite Urban Area" "C"
2071100 "Main urban area" "A"
2071006 "Main urban area" "A"
1634500 "Independent Urban Area" "B"
2070500 "Main urban area" "A"
1638900 "Rural area with low urban influence" "F"
2280401 "Highly rural/remote area" "G"
1409800 "Rural area with low urban influence" "F"
