"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","EASTING","NORTHING","NOTHING"
"BEATTY AVENUE","200","S","SH 2","201004158","29/08/2010","Sun","0140","CAR1 NBD on BEATTY AVENUE lost control; went off road to right, CAR1 hit Fence, Kerb, Tree","CAR1 alcohol test below limit, lost control, new driver showed inexperience, riding in insecure position, interferred with driver, overloaded vehicle (with passengers)","Wet","Dark","Fine","Unknown","N/A","0","1","1","1892335","5812953",
"BEAUMONT ROAD","150","E","SH 36","201104675","18/11/2011","Fri","1610","CAR1 EBD on BEAUMONT ROAD sideswiped by SUV2 turning left, CAR1 hit Tree","CAR1 overtaking on left, impared ability due to old age  SUV2 turned left from near centre line  ENV: dazzling sun, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","1","0","1881864","5779852",
"BELK ROAD","50","S","WINTREBRE LANE","201201320","17/03/2012","Sat","","CAR1 SBD on BELK ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning, incorrect tyre type","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1871711","5816093",
"BELL ROAD","1000","E","PARTON ROAD","2802370","01/04/2008","Tue","1205","TRUCK1 WBD on BELL ROAD hit rear of OTHER2 turning right from left side, TRUCK1 hit Post Or Pole","OTHER2 turned right from left side of road, didnt see/look when visibility obstructed by other vehicles  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","1","2","1892336","5818575",
"BELL ROAD","","I","PARTON ROAD","201203330","14/06/2012","Thu","1830","CAR1 WBD on BELL ROAD hit VAN2 merging from the right","VAN2 failed to give way at give way sign","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1891346","5818671",
"BELL ROAD","","I","PARTON ROAD","201004115","23/07/2010","Fri","0827","SUV1 WBD on BELL ROAD hit CAR2 merging from the right, SUV1 hit Ditch","CAR2 failed to give way at give way sign, misjudged speed etc of vehicle coming from another dirn with right of way  ENV: road slippery (rain), road surface under construction or maintenance","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","1","1891346","5818671",
"BELL ROAD","100","S","SH 2","2905723","10/12/2009","Thu","1100","MOTOR CYCLE1 NBD on BELL ROAD hit obstruction, MOTOR CYCLE1 hit Stray Animal","ENV: household pet rushed out or playing","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1961159","5771293",
"BELL ST","340","E","PAINE ST","201002898","03/04/2010","Sat","1900","CYCLIST1 (Age 4)NBD on BELL ST swinging wide hit CAR2 head on","CYCLIST1 wandering or wobbling","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1876801","5823142",
"BELLEVUE ROAD","20","W","BROOKFIELD TERRACE","2902060","26/03/2009","Thu","1550","CAR2 turning right hit by oncoming CYCLIST1 SBD on BELLEVUE ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles  ENV: entering or leaving shopping complex","Dry","Bright Sun","Fine","Driveway","N/A","0","0","1","1876156","5824209",
"BELLEVUE ROAD","60","N","JEFFERSON PLACE S","201005217","30/10/2010","Sat","1120","CAR1 SBD on BELLEVUE ROAD hit CAR2 turning right onto BELLEVUE ROAD from the left","CAR2 failed to give way at driveway  ENV: entering or leaving shopping complex","Dry","Bright Sun","Fine","Driveway","Nil","0","0","1","1876322","5824049",
"BELLEVUE ROAD","","I","KINGSWOOD ROAD","201003264","10/07/2010","Sat","1000","CAR2 turning right hit by oncoming CYCLIST1 (Age 15)SBD on BELLEVUE ROAD  CYCLIST1 hit Kerb","CAR2 failed to give way when turning to non-turning traffic, attention diverted by driver dazzled by sun/lights, didnt see/look when required to give way to traffic from another direction  ENV: dazzling sun","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","1","1876576","5823803",
"BELLEVUE ROAD","","I","KINGSWOOD ROAD","201103953","12/07/2011","Tue","0829","CAR1 NBD on BELLEVUE ROAD hit VAN2 merging from the right","VAN2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Wet","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","1","1876576","5823803",
"BELLEVUE ROAD","20","S","MILLERS ROAD","201002894","25/05/2010","Tue","1521","CYCLIST1 (Age 12)EBD on BELLEVUE ROAD hit CAR2 turning right onto BELLEVUE ROAD from the left","CAR2 failed to give way at driveway  ENV: entering or leaving other commercial","Dry","Overcast","Fine","Driveway","N/A","0","0","1","1876454","5823923",
"BELLEVUE ROAD","20","S","MILLERS ROAD","201001500","05/02/2010","Fri","1530","TAXI2 turning right hit by oncoming MOPED1 NBD on BELLEVUE ROAD ","TAXI2 failed to give way when turning to non-turning traffic, failed to give way when waved through by other driver, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving shopping complex","Dry","Bright Sun","Fine","Driveway","Nil","0","0","2","1876454","5823923",
"BELLEVUE ROAD","5","E","OTUMOETAI ROAD","201205929","19/12/2012","Wed","1546","CYCLIST1 (Age 14)EBD on BELLEVUE ROAD hit CAR2 crossing at right angle from right","CYCLIST1 driving or riding on footpath, failed to give way to traffic approaching/crossing from the right","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","1","1876515","5823862",
"BELLEVUE ROAD","30","N","OTUMOETAI ROAD","201001524","05/02/2010","Fri","1205","CAR1 NBD on BELLEVUE ROAD hit rear end of CAR2 stop/slow for queue","CAR1 inexperience in driving in fast, complex or heavy traffic","Dry","Bright Sun","Fine","Roundabout","Traffic Signal","0","0","1","1876475","5823902",
"BELLEVUE ROAD","30","W","REGENT ST","2901207","08/01/2009","Thu","1731","CAR1 SBD on BELLEVUE ROAD lost control on straight and hit SUV2 head on","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1876111","5824254",
"BELLEVUE ROAD","","I","SEYMOUR PLACE","2804323","01/09/2008","Mon","0825","CAR1 NBD on BELLEVUE ROAD hit rear of CAR2 turning right from centre line","CAR1 failed to notice indication of vehicle in front, attention diverted","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1875997","5824368",
"BELLEVUE ROAD","15","N","SUTHERLAND ROAD","201002212","11/02/2010","Thu","1945","VAN1 NBD on BELLEVUE ROAD hit PEDESTRIAN walking with traffic","VAN1 too far left/right  SKATEBOARDER2 pedestrian playing on road or unnecessarily on road, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1876702","5823683",
"BELLEVUE ROAD","","I","SUTHERLAND ROAD","201001073","08/01/2010","Fri","1830","CAR1 SBD on BELLEVUE ROAD hit CAR2 turning right onto BELLEVUE ROAD from the left","CAR2 failed to give way at give way sign, misjudged intentions of another party","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1876712","5823673",
"BELLEVUE ROAD","15","E","WINDSOR ROAD","201101404","03/02/2011","Thu","0830","SUV1 EBD on BELLEVUE ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 stepped out from behind vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1875856","5824503",
"BELLEVUE ROAD","","I","WINDSOR ROAD","2804322","22/08/2008","Fri","0408","CAR1 SBD on WINDSOR ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, fatigue due to lack of sleep","Wet","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1875845","5824513",
"BELLEVUE ROAD","","I","WINDSOR ROAD","2804178","13/08/2008","Wed","2047","CAR1 SBD on WINDSOR ROAD lost control turning left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Wet","Dark","Fine","T Type Junction","Give Way Sign","0","1","1","1875845","5824513",
"BELLINGHAM CRESCENT","90","E","FORD ROAD S","201202711","04/06/2012","Mon","0003","MOTOR CYCLE1 EBD on BELLINGHAM CRESCENT lost control turning left, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 alcohol suspected, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","1","1882683","5773028",
"BELVEDERE ST","10","S","SH 2","201201334","02/03/2012","Fri","","TRUCK1 NBD on BELVEDERE ST hit PEDESTRIAN","PEDESTRIAN2 pedestrian playing on road or unnecessarily on road","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","1","0","1892447","5813131",
"BERWICK PLACE","30","E","ASCOT ROAD","2904263","23/08/2009","Sun","0230","CAR1 EBD on BERWICK PLACE hit parked veh, CAR1 hit Parked Vehicle","CAR1 alcohol test below limit, too far left/right, attention diverted by passengers","Dry","Dark","Fine","Unknown","N/A","0","0","1","1883804","5826084",
"BETHLEHEM ROAD","","I","CARMICHAEL ROAD","201004145","01/06/2010","Tue","1818","CAR1 SBD on BETHLEHEM ROAD lost control; went off road to right, CAR1 hit Fence, Traffic Island, Kerb, Traffic Sign","CAR1 alcohol test above limit or test refused, too fast on straight, lost control","Wet","Dark","Fine","Roundabout","Give Way Sign","0","0","1","1874109","5824054",
"BETHLEHEM ROAD","210","S","WESTMORLAND RISE","201201335","29/03/2012","Thu","1503","MOTOR CYCLE1 SBD on BETHLEHEM ROAD hit CAR2 U-turning from opposite direction of travel","CAR2 attention diverted, did not see or look for other party until too late","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1874266","5823644",
"BIAK ST","","I","WATERFORD ST","201103927","13/07/2011","Wed","0300","CAR1 NBD on BIAK ST lost control; went off road to left, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused  ENV: heavy rain","Wet","Dark","Heavy Rain","T Type Junction","Nil","0","0","1","1883562","5774810",
"BILLAH ST","","I","BRIDGE ST","201202268","20/05/2012","Sun","0120","CAR1 WBD on BRIDGE ST lost control turning left, CAR1 hit Post Or Pole","CAR1 too fast entering corner, lost control when turning, evading enforcement  ENV: road slippery (frost or ice)","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1850293","5765768",
"BILLAH ST","","I","DUKE ST","201202761","30/03/2012","Fri","1520","CYCLIST1 (Age 11)NBD on BILLAH ST sideswiped by CAR2 turning left","CYCLIST1 overtaking on left, failed to notice indication of vehicle in front, misjudged intentions of another party","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","1","1850398","5765468",
"BILLAH ST","","I","MAY ST","201103689","01/07/2011","Fri","2313","CAR1 SBD on BILLAH ST lost control turning right, CAR1 hit Traffic Island, Kerb, Tree on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1850315","5765705",
"BIRCH AVENUE","50","E","BARBERRY ST","201204329","23/09/2012","Sun","0320","MOTOR CYCLE1 WBD on BIRCH AVENUE lost control turning right, MOTOR CYCLE1 hit Kerb, Traffic Sign on right hand bend ","MOTOR CYCLE1 alcohol test result unknown, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","0","1877579","5822853",
"BIRCH ROAD","","I","SETTLERS ROAD","2900003","02/01/2009","Fri","1920","TRUCK1 NBD on SETTLERS ROAD lost control turning left, TRUCK1 hit Ditch","TRUCK1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","1","0","0","1891751","5740906",
"BLEDISLOE PARK AVENUE","680","E","ARAWA AVENUE","201001533","13/02/2010","Sat","0600","CAR1 SBD on BLEDISLOE PARK AVENUE lost control turning right, CAR1 went Over Bank, Tree on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1905837","5814960",
"BLOCK ACCESS ROAD","8000","S","GASKILL ROAD","201004806","05/08/2010","Thu","1330","TRUCK1 NBD on BLOCK ACCESS ROAD lost control; went off road to left, TRUCK1 went Over Bank, Water/River","TRUCK1 too far left/right  ENV: road slippery (rain), road surface edge badly defined or gave way","Wet","Overcast","Light Rain","Unknown","N/A","0","1","0","1986786","5777693",
"BONGARD ST","110","N","SCOTT ST","2806287","18/12/2008","Thu","1728","MOTOR CYCLE1 NBD on BONGARD ST lost control turning left, MOTOR CYCLE1 hit Fence, Kerb, Post Or Pole","MOTOR CYCLE1 too fast entering corner, lost control when turning, brakes, worn tread on tyre","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1876027","5821012",
"BOUCHER AVENUE","160","N","CAMERON ROAD","2903443","14/07/2009","Tue","1858","CAR1 NBD on BOUCHER AVENUE hit rear of CAR2 turning right from centre line","CAR1 failed to notice indication of vehicle in front, attention diverted by cell phone  ENV: heavy rain, entering or leaving other non-commercial","Wet","Dark","Heavy Rain","Driveway","N/A","0","0","1","1892403","5811585",
"BOUCHER AVENUE","30","S","FAIRVIEW PLACE","201004867","16/10/2010","Sat","0100","CAR1 NBD on BOUCHER AVENUE lost control; went off road to right, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast on straight, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","0","1","1892052","5811111",
"BOUCHER AVENUE","70","N","RANDELL PLACE","201201186","27/02/2012","Mon","0517","VAN1 SBD on BOUCHER AVENUE lost control turning right, VAN1 hit Fence, House Or Bldg, Other on right hand bend ","VAN1 alcohol suspected, too fast entering corner, lost control when turning, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","0","1","1892764","5811923",
"BOUCHER AVENUE","15","N","SLATER PLACE","201003763","09/05/2010","Sun","2030","CAR1 NBD on BOUCHER AVENUE hit PEDESTRIAN crossing road from right side","CAR1 did not see or look for other party until too late  PEDESTRIAN2 crossing heedless of traffic","Dry","Dark","Fine","Unknown","N/A","0","0","1","1892792","5812966",
"BRAEMAR ROAD","2700","S","CAVERHILL ROAD","2801190","06/01/2008","Sun","1440","MOTOR CYCLE1 NBD on BRAEMAR ROAD lost control turning right, MOTOR CYCLE1 hit Ditch on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1929468","5793051",
"BRAEMAR ROAD","900","N","JOHNS ROAD","201002380","19/04/2010","Mon","1812","CAR1 NBD on BRAEMAR ROAD overtaking hit CAR2 head on","CAR1 overtaking with insufficient visibility  ENV: visibility limited by crest or dip","Dry","Dark","Fine","Unknown","N/A","0","2","0","1927187","5789174",
"BRAEMAR ROAD","2000","S","WITHY ROAD","201201045","20/01/2012","Fri","1000","load or trailer from OTHER1 SBD on BRAEMAR ROAD OTHER1 hit Debris","OTHER1 incorrect use of vehicle controls, load not well secured or moved  ENV: road surface (uneven)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1929354","5792545",
"BRENT ROAD","150","N","SCOTT AVENUE","2904227","21/08/2009","Fri","1510","CAR1 NBD on BRENT ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1889045","5773829",
"BRIDGE ST","10","E","BONALY ST","201104437","15/09/2011","Thu","1150","CAR1 EBD on BRIDGE ST hit rear end of CAR2 stop/slow for PEDESTRIAN","CAR1 following too closely  CAR2 suddenly braked","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1851242","5766057",
"BRIDGE ST","20","E","BONALY ST","201002417","05/05/2010","Wed","1015","VAN1 EBD on BRIDGE ST hit PEDESTRIAN crossing road from left side","VAN1 failed to give way to ped on a xing, attention diverted by driver dazzled by sun/lights, defective vision  ENV: signs / signals ineffective or inadequate, dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1851251","5766060",
"BRIDGE ST","10","W","CAMPBELL ST","201205736","24/12/2012","Mon","1000","CAR2 WBD on BRIDGE ST opened door into path of another party, CYCLIST1 hit Parked Vehicle","CYCLIST1 lost control, suddenly swerved to avoid vehicle  CAR2 didnt see/look behind when opening door or leaving vehicle","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","1","1851137","5766020",
"BRIDGE ST","","I","CLYDE ST","201002338","10/04/2010","Sat","2105","CAR1 EBD on BRIDGE ST hit CAR2 merging from the left, CAR2 hit Kerb","CAR2 alcohol test above limit or test refused, too fast to give way at intersection, did not stop at stop sign","Dry","Dark","Fine","T Type Junction","Stop Sign","0","0","1","1850723","5765901",
"BRIDGE ST","","I","MANNERING ST","2906200","15/10/2009","Thu","2115","CAR1 EBD on BRIDGE ST hit CAR2 turning right onto BRIDGE ST from the left","CAR2 failed to give way to traffic approaching/crossing from the right, didnt see/look when required to give way to traffic from another direction","Wet","Dark","Light Rain","Roundabout","Give Way Sign","0","0","1","1851318","5766083",
