"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"KANIERE ROAD","500","W","PINE TREE ROAD","201021444","20/03/2010","Sat","1426","CAR1 SBD on KANIERE ROAD lost control on curve and hit CAR2 head on","CAR1 too fast entering corner, attention diverted by animal or insect in vehicle","Dry","Overcast","Fine","Unknown","N/A","0","2","1","1435578","5267021",
"KANIERE ROAD","60","N","WOODSTOCK RIMU ROAD","201221334","09/03/2012","Fri","2210","TRUCK1 NBD on KANIERE ROAD hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 Intoxicated non-driver, crossing heedless of traffic","Dry","Dark","Fine","Unknown","N/A","0","1","0","1436349","5265608",
"KARAMEA HIGHWAY","2820","N","GLASSEYE CRK BR","201121636","12/02/2011","Sat","1500","MOTOR CYCLE1 NBD on KARAMEA HIGHWAY lost control turning right on right hand bend ","MOTOR CYCLE1 lost control when turning, inattentive, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1525276","5410943",
"KARAMEA HIGHWAY","1850","S","GRANITE CREEK ROAD","201122046","23/04/2011","Sat","0229","TRUCK1 NBD on KARAMEA HIGHWAY lost control; went off road to right, TRUCK1 hit Fence","TRUCK1 lost control","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1515696","5401818",
"KARAMEA HIGHWAY","1100","N","HAPPY VALLEY SADDLE","2923657","20/11/2009","Fri","1600","MOTOR CYCLE1 NBD on KARAMEA HIGHWAY lost control turning left","MOTOR CYCLE1 lost control when turning, inattentive","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1525308","5410913",
"KENDALL VIEW","50","W","NAYLAND ROAD","2812729","10/08/2008","Sun","0200","CAR1 EBD on KENDALL VIEW lost control turning left, CAR1 hit Parked Vehicle","CAR1 swung wide on bend, attention diverted by cell phone","Dry","Dark","Fine","Unknown","Nil","0","1","0","1618176","5426043",
"KERR HILL ROAD","2300","N","KORERE-TOPHOUSE ROAD","201010049","22/05/2010","Sat","1253","MOTOR CYCLE1 SBD on KERR HILL ROAD swinging wide hit VAN2 head on","MOTOR CYCLE1 drugs suspected, swung wide on bend, illness and disability","Dry","Overcast","Fine","Unknown","Nil","1","0","0","1589547","5388780",
"KILLARNEY ST","25","E","TORQUAY ST","201122690","31/10/2011","Mon","2100","MOTOR CYCLE1 EBD on KILLARNEY ST hit PEDESTRIAN walking with traffic","PEDESTRIAN2 Intoxicated non-driver, walking along road not keeping to side of rd","Dry","Dark","Fine","Unknown","N/A","0","1","1","1656229","5304593",
"KINROSS ST","100","E","REDWOOD ST","2910020","26/02/2009","Thu","1343","CAR1 WBD on KINROSS ST hit train, CAR1 hit Guard Rail, Train, Post Or Pole","CAR1 alcohol not suspected, tested and -ve (MoT use only), did not stop at flashing red lights (rly xing), attention diverted","Dry","Bright Sun","Fine","Unknown","Traffic Signal","1","0","0","1680237","5403635",
"KINROSS ST","","I","SUTHERLAND TERRACE","2913449","08/12/2009","Tue","1115","CAR1 EBD on KINROSS ST hit CAR2 crossing at right angle from right","CAR2 alcohol test result unknown, failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","2","1680514","5403650",
"KORERE-TOPHOUSE ROAD","3250","S","KERR HILL ROAD","2911831","19/04/2009","Sun","1130","MOTOR CYCLE1 SBD on KORERE-TOPHOUSE ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 lost control under heavy braking","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1590505","5384097",
"KORERE-TOPHOUSE ROAD","590","N","TOPHOUSE ROAD","201012828","05/09/2010","Sun","1431","MOTOR CYCLE1 SBD on KORERE-TOPHOUSE ROAD lost control turning right, MOTOR CYCLE1 hit Traffic Sign on right hand bend ","MOTOR CYCLE1 too fast for conditions, lost control when turning  ENV: road surface deep loose metal","Wet","Overcast","Fine","Unknown","Nil","0","1","0","1591425","5377518",
"KORERE-TOPHOUSE ROAD","680","S","TOPHOUSE ROAD","2810077","03/12/2008","Wed","1700","CAR1 SBD on KORERE-TOPHOUSE ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol not suspected, tested and -ve (MoT use only), lost control when turning, attention diverted","Wet","Overcast","Light Rain","Unknown","Nil","1","0","0","1591429","5376527",
"LAKE BRUNNER ROAD","3500","N","BELL HILL ROAD","201221969","03/06/2012","Sun","0715","CAR1 SBD on LAKE BRUNNER ROAD lost control; went off road to left, CAR1 hit Fence, Ditch","CAR1 alcohol test result unknown, suddenly swerved to avoid object or for unknown reason, fatigue (drowsy, tired, fell asleep)  ENV: slippery","Wet","Dark","Fine","Unknown","N/A","0","1","1","1481417","5278787",
"LAKE BRUNNER ROAD","2600","E","KUMARA-INCHBONNIE ROAD","2822766","10/09/2008","Wed","1339","TRUCK1 EBD on LAKE BRUNNER ROAD hit train, TRUCK1 hit Train","TRUCK1 did not stop at stop sign","Wet","Overcast","Fine","Unknown","Stop Sign","0","1","0","1477001","5269949",
"LAKE KANIERE ROAD","400","E","BLUE BOTTLE ROAD","201022547","08/08/2010","Sun","1637","MOTOR CYCLE1 WBD on LAKE KANIERE ROAD lost control turning right, MOTOR CYCLE1 hit Guard Rail on right hand bend ","MOTOR CYCLE1 lost control when turning","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1443554","5262526",
"LAKINGS ROAD","","I","BATTYS ROAD","201212940","21/11/2012","Wed","2120","CAR1 NBD on BATTYS ROAD hit VAN2 crossing at right angle from right, CAR1 hit Phone Box Etc.","VAN2 alcohol test above limit or test refused, failed to give way at give way sign","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","1","1","1677843","5404073",
"LANSDOWNE ROAD","","I","LOWER QUEEN ST","2810024","24/03/2008","Mon","1345","CAR1 NBD on LOWER QUEEN ST hit SUV2 turning right onto LOWER QUEEN ST from the left, CAR1 hit Fence","CAR1 failed to give way at give way sign, inattentive: failed to notice intersection or its stop/give way control, attention diverted by passengers","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","1","0","2","1612523","5427100",
"LEE VALLEY ROAD","600","S","WAIROA GORGE ROAD","2912430","01/08/2009","Sat","1415","MOTOR CYCLE1 SBD on LEE VALLEY ROAD hit CAR2 turning right onto LEE VALLEY ROAD from the left","MOTOR CYCLE1 lost control avoiding another vehicle  ENV: visibility limited, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1611240","5415824",
"LORD RUTHERFORD ROAD SOUT","","I","ROBERTSON ROAD","201012379","10/07/2010","Sat","1926","CAR1 NBD on LORD RUTHERFORD ROAD SOUT lost control but did not leave the road, CAR1 hit Traffic Island","CAR1 alcohol test above limit or test refused, too fast on straight, inattentive","Dry","Dark","Fine","T Type Junction","Nil","0","1","2","1608333","5419169",
"LOWER QUEEN ST","300","N","SANDEMAN ROAD","2911212","15/02/2009","Sun","1715","CAR1 WBD on LOWER QUEEN ST lost control; went off road to left, CAR1 hit Ditch","CAR1 alcohol test below limit, attention diverted","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1613954","5425370",
"LOWER QUEEN ST","80","W","SWAMP ROAD","2811576","01/03/2008","Sat","1004","MOTOR CYCLE1 WBD on LOWER QUEEN ST lost control while overtaking","MOTOR CYCLE1 lost control due to road conditions  ENV: road slippery (painted markings)","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1613367","5426079",
"MACDOUGALL AVENUE","80","E","SUTHERLAND ST","201123213","09/10/2011","Sun","1930","MOTOR CYCLE1 WBD on MACDOUGALL AVENUE lost control turning left","MOTOR CYCLE1 lost control when turning, new driver showed inexperience, driving unfamiliar vehicle, casualty thrown from vehicle  ENV: entering or leaving private house / farm","Dry","Twilight","Fine","Driveway","Nil","0","1","0","1456681","5304916",
"MACKAY ST","10","W","WERITA ST","201021879","17/04/2010","Sat","1325","MOTOR CYCLE1 WBD on MACKAY ST lost control but did not leave the road","MOTOR CYCLE1 lost control","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1452992","5298860",
"MAHAKIPAWA ROAD","100","E","SH 6","201010010","27/01/2010","Wed","1954","OTHER1 EBD on MAHAKIPAWA ROAD lost control turning right on right hand bend ","OTHER1 alcohol test result unknown, lost control","Dry","Twilight","Fine","Unknown","Nil","1","0","0","1664427","5429079",
"MAIN ROAD","500","N","COMMUNITY ROAD","2910047","22/05/2009","Fri","0300","CAR1 SBD on MAIN ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol test above limit or test refused, lost control while returning to seal from unsealed shoulder  ENV: road surface under construction or maintenance","Dry","Dark","Fine","Unknown","Nil","1","0","0","1599461","5443619",
"MAIN ROAD","30","N","FLETT ROAD","201111391","11/03/2011","Fri","1635","SUV1 SBD on MAIN ROAD hit PEDESTRIAN crossing road from right side, SUV1 hit Fence","SUV1 lost control avoiding another vehicle, didnt see/look when visibility obstructed by other vehicles  SKATEBOARDER2 crossing road, running heedless of traffic  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1599535","5442532",
"MAIN ROAD","100","N","FLETT ROAD","201111336","14/02/2011","Mon","1420","CAR1 NBD on MAIN ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test result unknown, too fast entering corner, attention diverted, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1599503","5442595",
"MAIN ROAD","60","N","GLASSONS LANE","201121228","30/01/2011","Sun","2024","SUV1 NBD on MAIN ROAD lost control; went off road to right","SUV1 alcohol test above limit or test refused, lost control, suddenly swerved to avoid animal","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1469345","5308172",
"MAIN ROAD STOKE","","I","ANNESBROOK DRIVE","2812726","08/07/2008","Tue","0745","CYCLIST1 (Age 49)NBD on MAIN ROAD STOKE hit CAR2 turning right onto MAIN ROAD STOKE from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","1","0","1620247","5427406",
"MAIN ROAD STOKE","60","N","BAIL ST","201113261","22/12/2011","Thu","1550","CAR1 SBD on MAIN ROAD STOKE hit VAN2 manoeuvring","CAR1 lost control, foot slipped or got caught under pedal, impared ability due to old age  ENV: entering or leaving service station","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1619491","5426329",
"MAIN ROAD STOKE","100","N","ELMS ST","2913661","24/11/2009","Tue","1728","CAR1 NBD on MAIN ROAD STOKE hit rear end of CAR2 stop/slow for queue, CAR1 hit Ditch","CAR1 following too closely  CAR4 following too closely  ENV: road surface under construction or maintenance","Dry","Bright Sun","Fine","Unknown","Nil","0","2","0","1617638","5424773",
"MAIN ROAD STOKE","30","S","RANUI ROAD","201110021","16/04/2011","Sat","1853","CAR1 NBD on MAIN ROAD STOKE lost control on straight and hit CAR2 head on","CAR1 alcohol test above limit or test refused, emotionally upset/road rage, showing off wheelspins etc, worn tread on tyre","Wet","Dark","Light Rain","Unknown","Nil","1","1","3","1619346","5426189",
"MAIN ROAD STOKE","200","N","SALISBURY ROAD","201212074","03/07/2012","Tue","0500","MOPED1 SBD on MAIN ROAD STOKE hit obstruction, MOPED1 hit Other","MOPED1 lost control, obstruction on roadway, new driver showed inexperience","Dry","Dark","Fine","Unknown","Nil","0","1","0","1617468","5424631",
"MAIN ROAD STOKE","","I","SONGER ST","201012759","01/09/2010","Wed","1235","CAR2 turning right hit by oncoming MOTOR CYCLE1 WBD on MAIN ROAD STOKE ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","1","0","1619556","5426419",
"MAIN ROAD STOKE","50","N","TAINUI ST","2810034","15/05/2008","Thu","1434","CAR1 entering/leaving driveway hit PEDESTRIAN walking on footpath","CAR1 didnt see/look when visibility limited by roadside features  WHEELED PEDESTRIAN2 pedestrian behind reversing/manoeuvering vehicle  ENV: visibility limited by hedge or fence, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","1","0","0","1619116","5425998",
"MAITAI VALLEY ROAD","5600","E","CENTRAL ROAD","2811890","20/01/2008","Sun","1500","MOTOR CYCLE1 WBD on MAITAI VALLEY ROAD hit SUV2 turning right onto MAITAI VALLEY ROAD from the left","SUV2 failed to give way to traffic approaching/crossing from the right, didnt see/look when visibility limited by roadside features  ENV: visibility limited by trees, entering or leaving land use","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1628946","5428385",
"MAITAI VALLEY ROAD","150","N","NILE ST","2910076","12/09/2009","Sat","1726","VAN1 SBD on MAITAI VALLEY ROAD lost control while overtaking, VAN1 went Over Bank, Tree","VAN1 alcohol not suspected, tested and -ve (MoT use only), drugs suspected, too fast entering corner, new driver showed inexperience, worn tread on tyre","Wet","Overcast","Fine","Unknown","Nil","1","0","1","1625179","5430629",
"MAITAI VALLEY ROAD","450","W","RALPHINE WAY","201111954","14/03/2011","Mon","1330","MOTOR CYCLE1 WBD on MAITAI VALLEY ROAD lost control turning left","MOTOR CYCLE1 too fast for conditions, attention diverted, inexperience","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1625732","5430882",
"MANGLES VALLEY ROAD","3300","E","BLACKWATER ROAD","201011820","12/01/2010","Tue","1000","CYCLIST1 (Age 15)WBD on MANGLES VALLEY ROAD cutting corner hit CAR2 head on","CYCLIST1 on incorrect side of the island or median","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1552764","5370283",
"MAORI CREEK ROAD","3700","E","RUTHERGLEN ROAD","2922225","28/06/2009","Sun","1525","CAR1 WBD on MAORI CREEK ROAD lost control; went off road to left, CAR1 hit Ditch","CAR1 new driver showed inexperience, showing off, showing off wheelspins etc","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1457311","5287676",
"MAORI ROAD","","I","HAVEN ROAD","2911840","03/05/2009","Sun","1530","CAR1 NBD on HAVEN ROAD turning left hit PEDESTRIAN crossing MAORI ROAD from right","CAR1 attention diverted by driver dazzled by sun/lights  PEDESTRIAN2 crossing heedless of traffic  ENV: dazzling sun","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1623286","5431341",
"MARSDEN ROAD","80","E","HILLIARD ST","2813034","15/09/2008","Mon","1415","passenger fell from moving CAR1 NBD on MARSDEN ROAD  CAR1 hit Fence","CAR1 incorrect use of vehicle controls, driver/Passenger boarding, leaving, in vehicle","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1620314","5426546",
"MARSDEN VALLEY ROAD","1300","E","THE RIDGEWAY","201010022","21/02/2010","Sun","0400","CAR1 EBD on MARSDEN VALLEY ROAD lost control turning left, CAR1 hit Fence, Tree","CAR1 alcohol test result unknown, too fast for conditions, lost control under heavy braking","Dry","Dark","Fine","Unknown","Nil","3","1","0","1621308","5425708",
"MAYROYD TERAACE","","I","CLEVELAND TERRACE","2812821","05/08/2008","Tue","2230","CAR1 EBD on CLEVELAND TERRACE lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control due to road conditions  ENV: road slippery (loose material on seal)","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1624762","5430341",
"MILL ST","","I","COLVIN ST","201022508","08/08/2010","Sun","1919","CYCLIST1 (Age 56)EBD on MILL ST hit CAR2 turning right onto MILL ST from the left","CAR2 failed to give way at give way sign, inattentive","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1484505","5375940",
"MILLERTON ROAD","830","E","SH 67","2923209","03/11/2009","Tue","1045","MOTOR CYCLE1 EBD on MILLERTON ROAD lost control turning left, MOTOR CYCLE1 hit Tree","MOTOR CYCLE1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1505214","5391029",
"MOANA AVENUE","40","S","MONCRIEFF AVENUE","2913784","02/01/2009","Fri","0320","CAR1 SBD on MOANA AVENUE lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol test result unknown, lost control","Dry","Dark","Fine","Unknown","Nil","0","2","2","1621537","5430219",
"MONTEBELLO AVENUE","","I","SUNNINGDALE DRIVE","2813613","16/11/2008","Sun","0950","parked CAR1 WBD on MONTEBELLO AVENUE ran away","CAR1 parking brake not fully applied","Dry","Overcast","Fine","T Type Junction","Nil","0","2","0","1619894","5424918",
"MOTUEKA RIVER WEST BANK R","730","S","HERRING STREAM ROAD","201010085","09/11/2010","Tue","1500","CAR1 SBD on MOTUEKA RIVER WEST BANK R lost control on curve and hit CAR2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), drugs suspected, swung wide on bend, attention diverted by cigarette etc, mental illness (eg depression)","Dry","Overcast","Fine","Unknown","Nil","1","0","2","1591246","5442093",
"MOTUEKA RIVER WEST BANK R","150","W","LITTLE POKORORO ROAD","2913393","13/11/2009","Fri","1520","MOTOR CYCLE1 EBD on MOTUEKA RIVER WEST BANK R lost control turning left, MOTOR CYCLE1 hit Post Or Pole","MOTOR CYCLE1 too fast entering corner, lost control under heavy braking, new driver showed inexperience","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1588551","5439110",
